Numéro du support;Longitude;Latitude;Position;Insee;Lieu dit;Adresse;Code postal;Commune;Nature du support;Hauteur en m;Propriétaire
38973;2.279166666666667;48.846944444444446;"48°50'49.000""N 2°16'45.000""E";75115;"";"39-43, QUAI ANDRÉ CITROËN TOUR MIRABEAU";75015;PARIS 15E ARRONDISSEMENT;Immeuble;60.4;Société Privée
39047;2.3825;48.852222222222224;"48°51'8.000""N 2°22'57.000""E";75111;"";"6, RUE DE CHANZY";75011;PARIS 11E ARRONDISSEMENT;Immeuble;38.0;Société HLM
39087;2.3202777777777777;48.840833333333336;"48°50'27.000""N 2°19'13.000""E";75114;"";"4, R PAUL RAOUL DAUTRY";75014;PARIS 14E ARRONDISSEMENT;Bâtiment;15.0;SNCF Réseau
39207;2.330277777777778;48.84722222222222;"48°50'50.000""N 2°19'49.000""E";75106;"";"35, R D'ASSAS";75006;PARIS 6E ARRONDISSEMENT;Immeuble;31.0;Société Privée
39475;2.269722222222222;48.849444444444444;"48°50'58.000""N 2°16'11.000""E";75116;"";13 AV BOUDON;75116;PARIS 16E ARRONDISSEMENT;Immeuble;37.4;"Copropriété, Syndic, SCI"
40021;2.6080555555555556;48.77722222222222;"48°46'38.000""N 2°36'29.000""E";77373;"";R DE MONTHERY CCAL CARREFOUR;77340;PONTAULT COMBAULT;Bâtiment;11.0;"Copropriété, Syndic, SCI"
40209;2.1463888888888887;48.791666666666664;"48°47'30.000""N 2°8'47.000""E";78646;PORCHEFONTAINE;"3 , R DU PONT COLBERT";78000;VERSAILLES;Immeuble;27.0;"Copropriété, Syndic, SCI"
40467;2.196388888888889;48.78111111111111;"48°46'52.000""N 2°11'47.000""E";78640;"";24 PL LOUVOIS;78140;VELIZY VILLACOUBLAY;Immeuble;34.0;Société Privée
42733;2.2180555555555554;48.755;"48°45'18.000""N 2°13'5.000""E";91064;"";"13, R DES ÉCOLES";91570;BIEVRES;Immeuble;18.5;Société HLM
42907;2.2375;48.89055555555556;"48°53'26.000""N 2°14'15.000""E";92062;LA DÉFENSE 7;C.CIAL LES 4 TEMPS (ESPACE EXPANSION) ESPLANADE DE LA PATINOIRE;92800;PUTEAUX;Immeuble;28.0;"Copropriété, Syndic, SCI"
42997;2.252222222222222;48.82055555555556;"48°49'14.000""N 2°15'8.000""E";92040;"";ALLÉE SAINTE LUCIE CCAL LES 3 MOULINS;92130;ISSY LES MOULINEAUX;Bâtiment;10.0;Société Privée
43561;2.5369444444444444;48.86416666666667;"48°51'51.000""N 2°32'13.000""E";93050;"";1 R DUGAY TROUIN LES FAUCHERETS;93330;NEUILLY SUR MARNE;Immeuble;25.5;Société HLM
43669;2.5719444444444446;48.96;"48°57'36.000""N 2°34'19.000""E";93073;"";69 R HENRI BARBUSSE RÉSIDENCE BARBUSSE;93290;TREMBLAY EN FRANCE;Immeuble;17.5;"Copropriété, Syndic, SCI"
43731;2.323888888888889;48.76583333333333;"48°45'57.000""N 2°19'26.000""E";94034;"";"1, ALLÉE DU CAPITAINE DUPONT";94260;FRESNES;Immeuble;46.0;"Copropriété, Syndic, SCI"
43755;2.4930555555555554;48.84166666666667;"48°50'30.000""N 2°29'35.000""E";94058;"";TUNNEL DE NOGENT A86;94170;PERREUX SUR MARNE;Tunnel;6.0;"Ets public , Minist, Synd mixt"
43785;2.5036111111111112;48.81527777777778;"48°48'55.000""N 2°30'13.000""E";94017;"";"2, R EUGÈNE BRUN";94500;CHAMPIGNY SUR MARNE;Immeuble;28.0;Société HLM
46722;1.7722222222222221;48.970555555555556;"48°58'14.000""N 1°46'20.000""E";78501;"";"63, 65 R DE LA GRANDE REMISE DES VOYERS";78440;PORCHEVILLE;Pylône autostable;62.0;EDF ou GDF
47454;2.2494444444444444;48.87583333333333;"48°52'33.000""N 2°14'58.000""E";92051;"";9B  BD RICHARD WALLACE 6 BD JULIEN POTIN;92200;NEUILLY SUR SEINE;Bâtiment;34.0;Société Privée
51188;2.3216666666666668;48.89;"48°53'24.000""N 2°19'18.000""E";75117;"";1 R LACROIX;75017;PARIS 17E ARRONDISSEMENT;Immeuble;28.0;"Copropriété, Syndic, SCI"
54947;2.2511111111111113;48.888333333333335;"48°53'18.000""N 2°15'4.000""E";92026;"PASSERELLE DE L'AIGLE";BD  DE NEUILLY;92400;COURBEVOIE;"Ouvrage d'art (pont, viaduc)";8.0;"Ets public , Minist, Synd mixt"
54949;2.250277777777778;48.8875;"48°53'15.000""N 2°15'1.000""E";92062;TUNNEL AU PIED DE ATHENA;LA DÉFENSE BD CIRCULAIRE PIERRE GAUDIN;92800;PUTEAUX;"Ouvrage d'art (pont, viaduc)";10.0;"Ets public , Minist, Synd mixt"
57935;2.3905555555555553;48.881388888888885;"48°52'53.000""N 2°23'26.000""E";75119;"";23 R MICHEL HIDALGO;75019;PARIS 19E ARRONDISSEMENT;Immeuble;18.4;Particulier
71669;3.411388888888889;48.90888888888889;"48°54'32.000""N 3°24'41.000""E";02798;LES DODIERS;"CHÂTEAU D'EAU LES DODIERS";02540;VIELS MAISONS;"Château d'eau - réservoir";31.0;"Commune, communauté de commune"
84680;2.415277777777778;48.84583333333333;"48°50'45.000""N 2°24'55.000""E";75112;"";7 R ELIE FAURE;75012;PARIS 12E ARRONDISSEMENT;Immeuble;41.0;"Commune, communauté de commune"
84762;2.35;48.89;"48°53'24.000""N 2°21'0.000""E";75118;"";80 BD BARBÈS;75018;PARIS 18E ARRONDISSEMENT;Immeuble;28.0;Société Privée
84822;2.3383333333333334;48.853611111111114;"48°51'13.000""N 2°20'18.000""E";75106;"";"4 R DE L'ANCIENNE COMEDIE";75006;PARIS 6E ARRONDISSEMENT;Immeuble;16.0;"Copropriété, Syndic, SCI"
85833;2.613611111111111;48.87777777777778;"48°52'40.000""N 2°36'49.000""E";77108;"";AV DU GENDARME CASTERMANT CCAL CHELLE2 MAGASIN CARREFOUR;77500;CHELLES;Bâtiment;25.0;Société Privée
85879;2.0933333333333333;48.91138888888889;"48°54'41.000""N 2°5'36.000""E";78551;"";A 14 ST GERMAIN;78100;SAINT GERMAIN EN LAYE;Tunnel;8.0;DDE
88965;2.0655555555555556;49.04555555555555;"49°2'44.000""N 2°3'56.000""E";95127;"";12 R LINANDES ORANGES;95800;CERGY;Immeuble;25.9;Société Privée
89005;2.5605555555555557;49.055277777777775;"49°3'19.000""N 2°33'38.000""E";95641;LES TREMBLEAUX ET ECOSSE FEVES;"";95470;VEMARS;Pylône autostable;32.5;SNCF Réseau
95522;2.317222222222222;48.83027777777778;"48°49'49.000""N 2°19'2.000""E";75114;"";15 R BARDINET;75014;PARIS 14E ARRONDISSEMENT;Immeuble;48.0;"Commune, communauté de commune"
103835;2.2688888888888887;48.841388888888886;"48°50'29.000""N 2°16'8.000""E";75116;"";143 AV DE VERSAILLES 2 BAT BLÉRIOT;75116;PARIS 16E ARRONDISSEMENT;Immeuble;36.0;"Ets public , Minist, Synd mixt"
103853;2.401111111111111;48.840555555555554;"48°50'26.000""N 2°24'4.000""E";75112;"";18 BD DE PICPUS;75012;PARIS 12E ARRONDISSEMENT;Immeuble;40.0;Société HLM
103929;2.3938888888888887;48.848333333333336;"48°50'54.000""N 2°23'38.000""E";75112;"";278 R DU FAUBOURG ST ANTOINE;75012;PARIS 12E ARRONDISSEMENT;Immeuble;35.0;Société HLM
104151;2.330277777777778;48.85916666666667;"48°51'33.000""N 2°19'49.000""E";75107;"";1 R DE BEAUNE;75007;PARIS 7E ARRONDISSEMENT;Immeuble;24.0;"Copropriété, Syndic, SCI"
104159;2.3725;48.855;"48°51'18.000""N 2°22'21.000""E";75111;"";25/29 R DE LA ROQUETTE;75011;PARIS 11E ARRONDISSEMENT;Immeuble;40.0;"Copropriété, Syndic, SCI"
104610;2.5905555555555555;48.83166666666666;"48°49'54.000""N 2°35'26.000""E";77169;"";32/36 R ALCIDE DE GASPESIE;77184;EMERAINVILLE;Immeuble;16.0;Société HLM
104808;2.6597222222222223;48.83222222222222;"48°49'56.000""N 2°39'35.000""E";77146;"";CHEM DE LA FONTAINE COMPLEXE SPORTIF;77183;CROISSY BEAUBOURG;Pylône tubulaire;15.0;TOTEM
107602;2.325277777777778;48.92166666666667;"48°55'18.000""N 2°19'31.000""E";92036;"";6-14 AV. LOUIS ROCHE;92230;GENNEVILLIERS;Bâtiment;37.0;Société Privée
107832;2.242777777777778;48.87888888888889;"48°52'44.000""N 2°14'34.000""E";92062;"";19 - 20 QUAI DE DION BOUTON;92800;PUTEAUX;Immeuble;17.0;"Copropriété, Syndic, SCI"
108148;2.3705555555555557;48.92055555555555;"48°55'14.000""N 2°22'14.000""E";93001;"";CHEM DU HAUT ST DENIS (LATÉRAL NORD);93300;AUBERVILLIERS;"Ouvrage d'art (pont, viaduc)";26.0;DDE
108350;2.533611111111111;48.82416666666667;"48°49'27.000""N 2°32'1.000""E";94079;"";28 RTE DE CHAMPIGNY;94350;VILLIERS SUR MARNE;Immeuble;33.3;"Copropriété, Syndic, SCI"
108368;2.3208333333333333;48.75944444444445;"48°45'34.000""N 2°19'15.000""E";94034;"";54 AV DE LA RÉPUBLIQUE RÉSIDENCE DU VAL DE BIÈVRE;94260;FRESNES;Immeuble;35.0;Société HLM
108376;2.402222222222222;48.829166666666666;"48°49'45.000""N 2°24'8.000""E";94018;"";172 AV. DE PARIS / 3 AV. DE GRAVELLE;94220;CHARENTON LE PONT;Immeuble;24.0;"Copropriété, Syndic, SCI"
108378;2.3791666666666664;48.783055555555556;"48°46'59.000""N 2°22'45.000""E";94081;"";31-37 AV DU COLONEL FABIEN;94400;VITRY SUR SEINE;Immeuble;52.0;Société Privée
108414;2.4411111111111112;48.778055555555554;"48°46'41.000""N 2°26'28.000""E";94028;AIRE CARREFOUR POMPADOUR;A86 SENS VERSAILLES-CRETEIL;94000;CRETEIL;"Ouvrage d'art (pont, viaduc)";8.0;DDE
108422;2.3802777777777777;48.80138888888889;"48°48'5.000""N 2°22'49.000""E";94081;"";2 R GAGNEE;94400;VITRY SUR SEINE;Immeuble;32.0;"Copropriété, Syndic, SCI"
108432;2.4258333333333333;48.805;"48°48'18.000""N 2°25'33.000""E";94046;"";64 AV DU GÉNÉRAL DE GAULLE;94700;MAISONS ALFORT;Immeuble;39.0;La Poste
108436;2.4955555555555557;48.80694444444445;"48°48'25.000""N 2°29'44.000""E";94068;"";STADE CHERON - R PIERRE BROSSOLETTE;94100;SAINT MAUR DES FOSSES;Pylône tubulaire;40.0;"Commune, communauté de commune"
108500;2.5380555555555553;49.0075;"49°0'27.000""N 2°32'17.000""E";95527;"";AÉROPORT CHARLES DE GAULLE CHAUFFERIE ZONE CENTRALE OUEST CENTRALE THERMIQUE;95700;ROISSY EN FRANCE;Pylône autostable;30.0;Société Privée
108718;2.237222222222222;48.97611111111111;"48°58'34.000""N 2°14'14.000""E";95582;"PONT DE L'ERMITAGE";BRETELLE A115 VERS A15;95110;SANNOIS;"Ouvrage d'art (pont, viaduc)";11.0;DDE
120388;2.046666666666667;48.795;"48°47'42.000""N 2°2'48.000""E";78423;"";"AV AMPERE L'ETANG DE BOIS D'ARCY";78180;MONTIGNY LE BRETONNEUX;Pylône tubulaire;30.0;"Commune, communauté de commune"
120538;2.5075;48.889722222222225;"48°53'23.000""N 2°30'27.000""E";93077;"";38 R BERNARD GANTE;93250;VILLEMOMBLE;Immeuble;20.0;Particulier
129243;2.4366666666666665;48.91;"48°54'36.000""N 2°26'12.000""E";93008;"";203 AV JEAN JAURES;93000;BOBIGNY;Immeuble;33.0;Société HLM
132720;2.4547222222222222;48.910833333333336;"48°54'39.000""N 2°27'17.000""E";93008;"";"68, CHEM DE LA MADELEINE";93000;BOBIGNY;Immeuble;25.0;"Copropriété, Syndic, SCI"
132854;2.438888888888889;48.90555555555556;"48°54'20.000""N 2°26'20.000""E";93008;"";119-127 AV JEAN JAURÈS;93000;BOBIGNY;Immeuble;32.0;Société HLM
135082;2.3602777777777777;48.888888888888886;"48°53'20.000""N 2°21'37.000""E";75118;"";62/64 R MARX DORMOY;75018;PARIS 18E ARRONDISSEMENT;Immeuble;33.0;"Copropriété, Syndic, SCI"
145973;2.4125;48.78194444444444;"48°46'55.000""N 2°24'45.000""E";94081;"";"27, R DES FUSILLÉS GARE SNCF";94400;VITRY SUR SEINE;"Château d'eau - réservoir";31.0;"Commune, communauté de commune"
146572;2.2225;48.83138888888889;"48°49'53.000""N 2°13'21.000""E";92064;"";R DE ST-CLOUD;92210;SAINT CLOUD;Pylône tubulaire;9.0;"Commune, communauté de commune"
147611;2.3244444444444445;48.7775;"48°46'39.000""N 2°19'28.000""E";92014;"";R CHARPENTIER - STADE MUNICIPAL;92340;BOURG LA REINE;Pylône tubulaire;29.0;"Commune, communauté de commune"
207681;2.3855555555555554;48.923611111111114;"48°55'25.000""N 2°23'8.000""E";93027;"";R SUZANNE MASSON PROCHE GARE RER;93120;COURNEUVE;Mât métallique;12.0;DDE
220055;2.963888888888889;48.68083333333333;"48°40'51.000""N 2°57'50.000""E";77393;"";R ST ROCH;77540;ROZAY EN BRIE;"Château d'eau - réservoir";43.0;"Syndicat des eaux, Adduction"
221422;3.1283333333333334;48.81388888888889;"48°48'50.000""N 3°7'42.000""E";77042;"";R DES PAPETERIES;77169;BOISSY LE CHATEL;Bâtiment;33.0;Société Privée
224187;2.3955555555555557;48.74888888888889;"48°44'56.000""N 2°23'44.000""E";94054;"";R JENNER TERRAIN SNCF;94310;ORLY;Pylône autostable;25.0;ORANGE
224605;2.4074999999999998;48.72416666666667;"48°43'27.000""N 2°24'27.000""E";91027;"";R HÉLÈNEBOUCHER RUE DES GUYARDS TERRAIN ADP;91200;ATHIS MONS;Pylône autostable;10.0;Aviation Civile
225641;2.4633333333333334;48.85861111111111;"48°51'31.000""N 2°27'48.000""E";93048;"";R DES GRANDS PECHERS 18/20 R ROBERT LEGROS;93100;MONTREUIL;Immeuble;25.0;Société HLM
239313;2.475277777777778;48.926944444444445;"48°55'37.000""N 2°28'31.000""E";93007;"";45 AV PAUL  VAILLANT COUTURIER;93150;BLANC MESNIL;Immeuble;44.0;Société HLM
243203;2.5230555555555556;48.904444444444444;"48°54'16.000""N 2°31'23.000""E";93014;"";4 CHEM DES POSTES;93390;CLICHY SOUS BOIS;Immeuble;18.0;"Copropriété, Syndic, SCI"
244128;2.381388888888889;48.67388888888889;"48°40'26.000""N 2°22'53.000""E";91687;"";32 R FRANCOEUR;91170;VIRY CHATILLON;Immeuble;26.0;"Copropriété, Syndic, SCI"
244132;2.551388888888889;48.87861111111111;"48°52'43.000""N 2°33'5.000""E";93032;"";8 R PIERRE BEZET;93220;GAGNY;Immeuble;25.0;"Copropriété, Syndic, SCI"
244134;2.413333333333333;48.87388888888889;"48°52'26.000""N 2°24'48.000""E";93045;"";27 R DE VILLEGRANGES;93260;LILAS;Immeuble;26.0;ORANGE
244344;2.4480555555555554;48.74333333333333;"48°44'36.000""N 2°26'53.000""E";94078;"";1-2 R ARMAND JEUSSELIN;94190;VILLENEUVE SAINT GEORGES;Immeuble;25.0;SFR
246820;2.2022222222222223;49.016666666666666;"49°1'0.000""N 2°12'8.000""E";95051;"";11 AV MOLIÈRE;95250;BEAUCHAMP;Immeuble;12.0;Particulier
249711;2.031388888888889;48.94277777777778;"48°56'34.000""N 2°1'53.000""E";78123;"";226 R ERNEST JOLLY;78955;CARRIERES SOUS POISSY;Immeuble;33.7;Société HLM
251085;2.29;48.97388888888889;"48°58'26.000""N 2°17'24.000""E";95555;"";31 R DANIELLE CASANOVA;95210;SAINT GRATIEN;Immeuble;13.0;Particulier
262713;2.5416666666666665;48.92861111111111;"48°55'43.000""N 2°32'30.000""E";93046;"";"41/45, AV JEAN-JACQUES ROUSSEAU";93190;LIVRY GARGAN;Immeuble;14.7;"Copropriété, Syndic, SCI"
264471;2.2844444444444445;48.979166666666664;"48°58'45.000""N 2°17'4.000""E";95203;"";18 R ERNEST RENAN;95600;EAUBONNE;Immeuble;10.4;Particulier
265151;2.401944444444444;48.7775;"48°46'39.000""N 2°24'7.000""E";94081;"";"15, R BALZAC";94400;VITRY SUR SEINE;Bâtiment;35.0;Société Privée
266895;2.216111111111111;48.99722222222222;"48°59'50.000""N 2°12'58.000""E";95252;"";28 R DE LA CROIX VERTE;95130;FRANCONVILLE;Immeuble;31.0;Société HLM
267716;2.3602777777777777;48.95166666666667;"48°57'6.000""N 2°21'37.000""E";93059;"";25 R NUNGESSER ET COLI;93380;PIERREFITTE SUR SEINE;Immeuble;19.7;"Copropriété, Syndic, SCI"
268074;1.7016666666666667;48.98861111111111;"48°59'19.000""N 1°42'6.000""E";78362;"";31 R JEAN JOUEN;78711;MANTES LA VILLE;Immeuble;32.0;Société HLM
268078;1.896388888888889;48.72611111111111;"48°43'34.000""N 1°53'47.000""E";78220;MAUREGARD;15 R GEORGES POMPIDOU;78690;ESSARTS LE ROI;Pylône autostable;11.0;TOTEM
268672;2.660833333333333;48.78;"48°46'48.000""N 2°39'39.000""E";77390;LA CUL DE SAC;"RTE D'OZOIR D.361";77680;ROISSY EN BRIE;Pylône autostable;33.5;TOTEM
270870;2.366388888888889;48.965555555555554;"48°57'56.000""N 2°21'59.000""E";93059;"";21 R ETIENNE DOLET;93380;PIERREFITTE SUR SEINE;Immeuble;19.5;Société HLM
275188;2.4458333333333333;48.8875;"48°53'15.000""N 2°26'45.000""E";93053;"";15 R EMILE ZOLA;93130;NOISY LE SEC;Immeuble;12.4;Particulier
275190;2.5411111111111113;48.8875;"48°53'15.000""N 2°32'28.000""E";93032;"";1 AV BLANCHE;93220;GAGNY;Immeuble;10.9;Particulier
275281;2.355;48.964166666666664;"48°57'51.000""N 2°21'18.000""E";93059;"";20 R FRANCOIS GILLET;93380;PIERREFITTE SUR SEINE;Immeuble;11.8;Particulier
275285;2.5605555555555557;48.868611111111115;"48°52'7.000""N 2°33'38.000""E";93032;"";24 AV CENTRALE;93220;GAGNY;Immeuble;11.4;Particulier
278086;2.5405555555555557;48.922222222222224;"48°55'20.000""N 2°32'26.000""E";93046;"";9 R PACHOT LAINÉ;93190;LIVRY GARGAN;Bâtiment;22.6;"Copropriété, Syndic, SCI"
279044;2.8872222222222224;48.96333333333333;"48°57'48.000""N 2°53'14.000""E";77284;"";47 R DES CORDELIERS;77100;MEAUX;Immeuble;18.0;"Copropriété, Syndic, SCI"
281086;2.5019444444444443;48.9525;"48°57'9.000""N 2°30'7.000""E";93005;"";"115, R DU MOULIN DE LA VILLE";93600;AULNAY SOUS BOIS;Immeuble;28.0;Société HLM
281186;2.1972222222222224;48.92138888888889;"48°55'17.000""N 2°11'50.000""E";78311;"";41 R ERNEST RENAN MAGASIN DE MEUBLES;78800;HOUILLES;Bâtiment;14.5;Société Privée
283008;2.4819444444444443;48.9425;"48°56'33.000""N 2°28'55.000""E";93005;"";68 R DE POLOGNE;93600;AULNAY SOUS BOIS;Bâtiment;11.5;Particulier
283093;2.401666666666667;48.768055555555556;"48°46'5.000""N 2°24'6.000""E";94073;"";6 AV HOCHE;94320;THIAIS;Bâtiment;14.9;"Copropriété, Syndic, SCI"
283095;2.5902777777777777;48.943333333333335;"48°56'36.000""N 2°35'25.000""E";93073;"";"132, AV ALBERT SARRAULT";93290;TREMBLAY EN FRANCE;Bâtiment;19.2;Particulier
283339;2.3641666666666667;48.81472222222222;"48°48'53.000""N 2°21'51.000""E";94043;"";"36, R ROGER SALENGRO";94270;KREMLIN BICETRE;Bâtiment;24.5;Particulier
283341;2.558611111111111;48.81305555555556;"48°48'47.000""N 2°33'31.000""E";94017;"";10 AV PAUL BÉLANJON;94500;CHAMPIGNY SUR MARNE;Bâtiment;12.8;Particulier
284828;2.4402777777777778;48.85861111111111;"48°51'31.000""N 2°26'25.000""E";93048;"";12 R MOLIÈRE;93100;MONTREUIL;Immeuble;22.3;"Copropriété, Syndic, SCI"
285351;2.5516666666666667;48.77333333333333;"48°46'24.000""N 2°33'6.000""E";94053;"";17 R SADI CARNOT;94880;NOISEAU;Bâtiment;16.5;Particulier
286578;2.6077777777777778;48.93805555555556;"48°56'17.000""N 2°36'28.000""E";77514;"";6 CHEM DE LA COURONNE;77270;VILLEPARISIS;Immeuble;26.1;Société HLM
286582;2.5813888888888887;48.94222222222222;"48°56'32.000""N 2°34'53.000""E";93073;"";R DE REIMS;93290;TREMBLAY EN FRANCE;Pylône tubulaire;25.0;"Commune, communauté de commune"
287578;2.3691666666666666;48.855;"48°51'18.000""N 2°22'9.000""E";75111;"";"14,  BD BEAUMARCHAIS";75011;PARIS 11E ARRONDISSEMENT;Immeuble;25.3;"Copropriété, Syndic, SCI"
288267;2.505;48.85194444444444;"48°51'7.000""N 2°30'18.000""E";94058;"";10 R PASTEUR;94170;PERREUX SUR MARNE;Bâtiment;11.9;Particulier
288269;2.3344444444444443;48.76694444444445;"48°46'1.000""N 2°20'4.000""E";94021;"";2 R LOUIS BLERIOT;94550;CHEVILLY LARUE;Bâtiment;11.4;Particulier
289346;2.2294444444444443;48.985277777777775;"48°59'7.000""N 2°13'46.000""E";95252;"";5/7 ALLÉE HECTOR BERLIOZ;95130;FRANCONVILLE;Immeuble;28.0;Société HLM
289893;2.5030555555555556;48.90472222222222;"48°54'17.000""N 2°30'11.000""E";93057;"";100/102 AV  JEAN JAURÈS;93320;PAVILLONS SOUS BOIS;Immeuble;30.0;"Copropriété, Syndic, SCI"
293472;2.376666666666667;48.78638888888889;"48°47'11.000""N 2°22'36.000""E";94081;"";109 AV DU COLONEL FABIEN;94400;VITRY SUR SEINE;Bâtiment;17.0;"Copropriété, Syndic, SCI"
295502;2.4130555555555557;48.935;"48°56'6.000""N 2°24'47.000""E";93027;"";7/9 R MARYSE BASTIÉ;93120;COURNEUVE;Bâtiment;23.3;"Copropriété, Syndic, SCI"
295710;2.3777777777777778;48.84527777777778;"48°50'43.000""N 2°22'40.000""E";75112;"";"50, AV DAUMESNIL";75012;PARIS 12E ARRONDISSEMENT;Immeuble;40.0;Intérieur
297421;2.060277777777778;49.00694444444444;"49°0'25.000""N 2°3'37.000""E";95323;"";"31 R DE L'OISE";95280;JOUY LE MOUTIER;Bâtiment;11.5;Particulier
297585;2.5091666666666668;48.74666666666667;"48°44'48.000""N 2°30'33.000""E";94004;"";9 R STANISLAS REVILLON;94470;BOISSY SAINT LEGER;Mât;12.0;Particulier
298917;2.568888888888889;48.845;"48°50'42.000""N 2°34'8.000""E";93051;"";10 R DU SOUVENIR;93160;NOISY LE GRAND;Bâtiment;11.6;Société Privée
299175;1.8827777777777777;48.720555555555556;"48°43'14.000""N 1°52'58.000""E";78220;"";R DE LA TASSE RN10;78690;ESSARTS LE ROI;Pylône tubulaire;30.0;TOTEM
299733;2.2958333333333334;48.70777777777778;"48°42'28.000""N 2°17'45.000""E";91161;"";28 RTE DE LONGJUMEAU;91380;CHILLY MAZARIN;Bâtiment;20.0;BOUYGUES
300944;2.4477777777777776;48.939166666666665;"48°56'21.000""N 2°26'52.000""E";93029;"";"76, R DU 11 NOVEMBRE";93700;DRANCY;Immeuble;12.2;Particulier
304314;2.015;49.00555555555555;"49°0'20.000""N 2°0'54.000""E";95323;"";"R D'ECANCOURT CHÂTEAU D'ELANCOURT";95280;JOUY LE MOUTIER;Monument historique;14.1;Particulier
304316;2.3430555555555554;48.86055555555556;"48°51'38.000""N 2°20'35.000""E";75101;"";142 R DE RIVOLI;75001;PARIS 1ER ARRONDISSEMENT;Immeuble;24.5;"Copropriété, Syndic, SCI"
304326;2.6908333333333334;48.86972222222222;"48°52'11.000""N 2°41'27.000""E";77438;"";"8, SQ ROBERT KENNEDY";77400;SAINT THIBAULT DES VIGNES;Immeuble;14.9;Société HLM
304429;2.3930555555555557;48.8175;"48°49'3.000""N 2°23'35.000""E";94041;"";39 R WESTERMEYER;94200;IVRY SUR SEINE;Immeuble;16.9;"Copropriété, Syndic, SCI"
305327;2.266111111111111;48.98083333333334;"48°58'51.000""N 2°15'58.000""E";95219;"";15 R LOUIS ARMANT IMM SNCF;95120;ERMONT;Immeuble;21.0;SNCF Réseau
305335;2.496111111111111;48.89222222222222;"48°53'32.000""N 2°29'46.000""E";93010;"";2 ALLÉE BECQUEREL;93140;BONDY;Bâtiment;16.6;"Copropriété, Syndic, SCI"
305346;2.167777777777778;48.94027777777778;"48°56'25.000""N 2°10'4.000""E";78586;"";"2-4, R JEAN MERMOZ";78500;SARTROUVILLE;Immeuble;16.0;"Copropriété, Syndic, SCI"
305789;2.1286111111111112;48.80166666666667;"48°48'6.000""N 2°7'43.000""E";78646;"";"2, AV DE PARIS";78000;VERSAILLES;Immeuble;16.0;Société Privée
305939;2.4877777777777776;48.93805555555556;"48°56'17.000""N 2°29'16.000""E";93005;"";38  R PASCAL LECOINTRE;93600;AULNAY SOUS BOIS;Immeuble;12.4;Particulier
306104;2.4269444444444446;48.7675;"48°46'3.000""N 2°25'37.000""E";94022;"";AV JEAN BOUIN STADE JEAN BOUIN;94600;CHOISY LE ROI;Pylône tubulaire;25.0;HIVORY
307335;2.4122222222222223;48.69222222222222;"48°41'32.000""N 2°24'44.000""E";91201;"";141 BD  HENRI BARBUSSE LA PLAINE DES SABLES;91210;DRAVEIL;Immeuble;9.5;"Copropriété, Syndic, SCI"
307378;2.315;48.69972222222222;"48°41'59.000""N 2°18'54.000""E";91161;"";"8, AV DU PRÉSIDENT MITTERRAND CTRE MOVING";91380;CHILLY MAZARIN;Immeuble;16.0;"Copropriété, Syndic, SCI"
307380;2.464722222222222;48.713055555555556;"48°42'47.000""N 2°27'53.000""E";91191;"";12 B  AV JEAN JAURÈS;91560;CROSNE;Immeuble;18.0;"Copropriété, Syndic, SCI"
307633;2.631388888888889;48.83861111111111;"48°50'19.000""N 2°37'53.000""E";77258;"";17 R NICOLAS APPERT;77185;LOGNES;Bâtiment;20.0;"Copropriété, Syndic, SCI"
307637;2.5344444444444445;48.949444444444445;"48°56'58.000""N 2°32'4.000""E";93071;"";"3, ALLÉE DE LA BOETIE";93270;SEVRAN;Immeuble;48.4;"Copropriété, Syndic, SCI"
307758;2.5180555555555557;48.931666666666665;"48°55'54.000""N 2°31'5.000""E";93071;"";32 ALLÉE DU MARÉCHAL MORTIER;93270;SEVRAN;Bâtiment;11.4;Particulier
312042;2.238611111111111;48.89888888888889;"48°53'56.000""N 2°14'19.000""E";92026;"";"56 AV DE L'ARCHE";92400;COURBEVOIE;Immeuble;40.0;"Copropriété, Syndic, SCI"
312429;1.975277777777778;48.7625;"48°45'45.000""N 1°58'31.000""E";78208;"";65B AV GEORGE POLITZER HÔTEL PREMIÈRE CLASSE;78990;ELANCOURT;Pylône tubulaire;20.0;TOTEM
314777;3.3897222222222223;49.035555555555554;"49°2'8.000""N 3°23'23.000""E";02168;LA PRAIRIE;R DE LA PLAINE Z. I.;02400;CHATEAU THIERRY;Silo;23.0;Société Privée
316434;2.874722222222222;48.935833333333335;"48°56'9.000""N 2°52'29.000""E";77276;"";CHEM DES MADELEINES;77100;MAREUIL LES MEAUX;Pylône tubulaire;15.0;TOTEM
316736;2.465;49.02638888888889;"49°1'35.000""N 2°27'54.000""E";95280;"";AV DU 6 JUIN 1944 BÂTIMENT A;95190;GOUSSAINVILLE;Immeuble;19.1;Société HLM
316742;2.019722222222222;48.92;"48°55'12.000""N 2°1'11.000""E";78498;"";33  R DU CHAMP GAILLARD;78300;POISSY;Bâtiment;30.0;Société HLM
317883;2.0819444444444444;49.03888888888889;"49°2'20.000""N 2°4'55.000""E";95127;LES TROIS FONTAINES;"HALL D'ENT D'AUCHAN";95800;CERGY;Bâtiment;19.0;"Copropriété, Syndic, SCI"
318267;2.385;48.77305555555556;"48°46'23.000""N 2°23'6.000""E";94081;"";2 R JULIAN GRIMAU;94400;VITRY SUR SEINE;Bâtiment;15.0;Société Privée
